update,mean_coopval,mean_foodval,mean_p53,count
0,0.5,10,0.2,1
1,0.5,10,0.2,1
2,0.5,10,0.2,1
3,0.5,10,0.2,1
4,0.5,10,0.2,1
5,0.5,10,0.2,1
6,0.5,10,0.2,1
7,0.5,10,0.2,1
8,0.5,10,0.2,1
9,0.5,10,0.2,1
10,0.5,10,0.2,1
11,0.5,10,0.2,1
12,0.5,10,0.2,1
13,0.5,10,0.2,1
14,0.5,10,0.2,1
15,0.5,10,0.2,1
16,0.5,10,0.2,1
17,0.5,10,0.2,1
18,0.5,10,0.2,1
19,0.5,10,0.2,1
20,0.651045,10,0.170021,2
21,0.651045,10,0.170021,2
22,0.651045,10,0.170021,2
23,0.651045,10,0.170021,2
24,0.651045,10,0.170021,2
25,0.651045,10,0.170021,2
26,0.651045,10,0.170021,2
27,0.651045,10,0.170021,2
28,0.651045,10,0.170021,2
29,0.651045,10,0.170021,2
30,0.651045,10,0.170021,2
31,0.651045,10,0.170021,2
32,0.651045,10,0.170021,2
33,0.651045,10,0.170021,2
34,0.651045,10,0.170021,2
35,0.651045,10,0.170021,2
36,0.651045,10,0.170021,2
37,0.651045,10,0.170021,2
38,0.651045,10,0.170021,2
39,0.651045,10,0.170021,2
40,0.706786,10,0.0753265,2
41,0.706786,10,0.0753265,2
42,0.706786,10,0.0753265,2
43,0.706786,10,0.0753265,2
44,0.706786,10,0.0753265,2
45,0.706786,10,0.0753265,2
46,0.706786,10,0.0753265,2
47,0.706786,10,0.0753265,2
48,0.706786,10,0.0753265,2
49,0.706786,10,0.0753265,2
50,0.706786,10,0.0753265,2
51,0.706786,10,0.0753265,2
52,0.706786,10,0.0753265,2
53,0.706786,10,0.0753265,2
54,0.706786,10,0.0753265,2
55,0.706786,10,0.0753265,2
56,0.706786,10,0.0753265,2
57,0.706786,10,0.0753265,2
58,0.706786,10,0.0753265,2
59,0.530076,10,0.0502176,3
60,0.436528,10.0161,0.0544148,4
61,0.436528,10.0161,0.0544148,4
62,0.436528,10.0161,0.0544148,4
63,0.436528,10.0161,0.0544148,4
64,0.436528,10.0161,0.0544148,4
65,0.436528,10.0161,0.0544148,4
66,0.436528,10.0161,0.0544148,4
67,0.436528,10.0161,0.0544148,4
68,0.436528,10.0161,0.0544148,4
69,0.436528,10.0161,0.0544148,4
70,0.436528,10.0161,0.0544148,4
71,0.436528,10.0161,0.0544148,4
72,0.436528,10.0161,0.0544148,4
73,0.436528,10.0161,0.0544148,4
74,0.436528,10.0161,0.0544148,4
75,0.436528,10.0161,0.0544148,4
76,0.436528,10.0161,0.0544148,4
77,0.436528,10.0161,0.0544148,4
78,0.436528,10.0161,0.0544148,4
79,0.554312,9.93288,0.0362766,6
80,0.583434,9.93614,0.0611975,7
81,0.509178,9.95217,0.0535478,8
82,0.509178,9.95217,0.0535478,8
83,0.509178,9.95217,0.0535478,8
84,0.509178,9.95217,0.0535478,8
85,0.509178,9.95217,0.0535478,8
86,0.509178,9.95217,0.0535478,8
87,0.509178,9.95217,0.0535478,8
88,0.509178,9.95217,0.0535478,8
89,0.509178,9.95217,0.0535478,8
90,0.509178,9.95217,0.0535478,8
91,0.509178,9.95217,0.0535478,8
92,0.509178,9.95217,0.0535478,8
93,0.509178,9.95217,0.0535478,8
94,0.509178,9.95217,0.0535478,8
95,0.509178,9.95217,0.0535478,8
96,0.509178,9.95217,0.0535478,8
97,0.509178,9.95217,0.0535478,8
98,0.509178,9.95217,0.0535478,8
99,0.572946,9.88158,0.044793,12
100,0.546077,9.87274,0.0654584,14
101,0.513352,9.88551,0.0648701,15
102,0.481267,9.84565,0.0661122,16
103,0.481267,9.84565,0.0661122,16
104,0.481267,9.84565,0.0661122,16
105,0.481267,9.84565,0.0661122,16
106,0.481267,9.84565,0.0661122,16
107,0.481267,9.84565,0.0661122,16
108,0.481267,9.84565,0.0661122,16
109,0.481267,9.84565,0.0661122,16
110,0.481267,9.84565,0.0661122,16
111,0.481267,9.84565,0.0661122,16
112,0.481267,9.84565,0.0661122,16
113,0.481267,9.84565,0.0661122,16
114,0.481267,9.84565,0.0661122,16
115,0.481267,9.84565,0.0661122,16
116,0.481267,9.84565,0.0661122,16
117,0.467503,9.80674,0.0622232,17
118,0.48986,9.77988,0.0642046,20
119,0.54168,9.78812,0.0655844,26
120,0.504318,9.74682,0.0673973,29
121,0.492486,9.75741,0.0667123,30
122,0.497763,9.76386,0.0689393,31
123,0.482208,9.77325,0.0682314,32
124,0.482208,9.77325,0.0682314,32
125,0.482208,9.77325,0.0682314,32
126,0.482208,9.77325,0.0682314,32
127,0.482208,9.77325,0.0682314,32
128,0.482208,9.77325,0.0682314,32
129,0.482208,9.77325,0.0682314,32
130,0.482208,9.77325,0.0682314,32
131,0.482208,9.77325,0.0682314,32
132,0.482208,9.77325,0.0682314,32
133,0.482208,9.77325,0.0682314,32
134,0.482208,9.77325,0.0682314,32
135,0.486217,9.7601,0.0717068,33
136,0.479052,9.74885,0.0695977,34
137,0.439864,9.69557,0.0773728,38
138,0.445734,9.64165,0.0703538,45
139,0.472484,9.68748,0.075152,53
140,0.477309,9.6981,0.0772581,56
141,0.457176,9.71112,0.080981,59
142,0.449557,9.71701,0.0838693,60
143,0.447204,9.72672,0.0832378,62
144,0.445791,9.72901,0.0819166,63
145,0.445791,9.72901,0.0819166,63
146,0.445791,9.72901,0.0819166,63
147,0.445791,9.72901,0.0819166,63
148,0.445791,9.72901,0.0819166,63
149,0.445791,9.72901,0.0819166,63
150,0.445791,9.72901,0.0819166,63
151,0.445791,9.72901,0.0819166,63
152,0.445791,9.72901,0.0819166,63
153,0.445791,9.72901,0.0819166,63
154,0.454222,9.7068,0.0833786,65
155,0.461658,9.62639,0.0841301,71
156,0.452725,9.59289,0.0849175,76
157,0.445221,9.59251,0.0841661,79
158,0.468769,9.59984,0.0863694,89
159,0.476911,9.61565,0.0881595,97
160,0.509076,9.64121,0.0884829,106
161,0.518825,9.65388,0.0870497,111
162,0.520376,9.6584,0.0870068,112
163,0.513096,9.66054,0.0882923,115
164,0.513291,9.67543,0.0852828,120
165,0.513291,9.67543,0.0852828,120
166,0.513291,9.67543,0.0852828,120
167,0.513291,9.67543,0.0852828,120
168,0.513291,9.67543,0.0852828,120
169,0.513291,9.67543,0.0852828,120
170,0.513291,9.67543,0.0852828,120
171,0.506524,9.6523,0.0877402,122
172,0.493243,9.61217,0.0882129,126
173,0.492238,9.57467,0.0887541,131
174,0.499498,9.53771,0.0900207,140
175,0.509703,9.52641,0.0901253,144
176,0.497778,9.52881,0.0880406,147
177,0.495848,9.52487,0.0858495,157
178,0.500962,9.54107,0.0899451,173
179,0.483801,9.56032,0.0916746,187
180,0.482698,9.57518,0.0935136,202
181,0.482638,9.57883,0.0941102,210
182,0.485697,9.59341,0.0939316,219
183,0.488342,9.60165,0.0930087,224
184,0.484386,9.60595,0.0915879,229
185,0.484886,9.61379,0.0911232,234
186,0.484886,9.61379,0.0911232,234
187,0.484886,9.61379,0.0911232,234
188,0.482255,9.58054,0.0946364,240
189,0.480388,9.55711,0.0955116,244
190,0.480643,9.54545,0.0946517,247
191,0.486324,9.51469,0.0947767,257
192,0.492816,9.49236,0.0940094,267
193,0.500256,9.47149,0.0937246,280
194,0.501966,9.46353,0.0941169,284
195,0.498723,9.4539,0.0929183,291
196,0.499064,9.45709,0.0921785,305
197,0.487482,9.4642,0.0932565,323
198,0.491124,9.47053,0.0948636,346
199,0.494104,9.48257,0.096619,372
200,0.49488,9.49386,0.0978916,390
201,0.489575,9.50902,0.0986343,409
202,0.497033,9.51924,0.09974,419
203,0.490089,9.52688,0.0994289,435
204,0.488126,9.51297,0.099822,447
205,0.48796,9.49323,0.102402,459
206,0.481979,9.49269,0.102551,469
207,0.48324,9.48927,0.102188,470
208,0.480375,9.46832,0.102408,481
209,0.485867,9.43924,0.103076,495
210,0.481304,9.42546,0.10414,507
211,0.482858,9.41151,0.105068,522
212,0.48097,9.39676,0.102799,540
213,0.482483,9.38891,0.103272,549
214,0.480498,9.38077,0.104477,558
215,0.480465,9.37839,0.105763,574
216,0.481601,9.38615,0.105642,602
217,0.475235,9.39828,0.106984,633
218,0.482488,9.41233,0.107814,678
219,0.481442,9.42116,0.109152,722
220,0.480751,9.4202,0.111539,756
221,0.482682,9.42112,0.111066,779
222,0.485837,9.41391,0.114547,817
223,0.484817,9.41276,0.114473,849
224,0.482677,9.41769,0.114588,863
225,0.484622,9.40824,0.1143,879
226,0.488209,9.39285,0.113117,908
227,0.485042,9.38062,0.112367,930
228,0.485977,9.36711,0.112372,944
229,0.485374,9.35975,0.113703,962
230,0.483171,9.344,0.114042,990
231,0.483843,9.33871,0.112862,1012
232,0.483517,9.333,0.113484,1027
233,0.483306,9.31937,0.114649,1049
234,0.48417,9.31312,0.114504,1073
235,0.48155,9.30887,0.113398,1103
236,0.478268,9.30566,0.116418,1161
237,0.477977,9.31588,0.114977,1202
238,0.480313,9.31326,0.11697,1284
239,0.479873,9.31469,0.119135,1371
240,0.476168,9.31867,0.119563,1412
241,0.480104,9.3168,0.118854,1446
242,0.483352,9.31276,0.119638,1492
243,0.484232,9.316,0.120409,1549
244,0.486019,9.30915,0.119522,1602
245,0.485397,9.30145,0.120109,1640
246,0.487884,9.29872,0.119636,1662
247,0.489242,9.29017,0.119974,1697
248,0.488572,9.28014,0.120149,1746
249,0.489761,9.27343,0.120483,1776
250,0.48905,9.26175,0.120752,1805
251,0.489303,9.25314,0.121772,1836
252,0.491219,9.23892,0.122456,1875
253,0.492542,9.22816,0.122576,1910
254,0.494817,9.22042,0.122969,1948
255,0.492034,9.20716,0.123919,2015
256,0.493648,9.20477,0.125844,2117
257,0.494479,9.211,0.126007,2192
258,0.494528,9.22684,0.126195,2300
259,0.492919,9.23377,0.126294,2390
260,0.492614,9.23693,0.125157,2448
261,0.496415,9.22751,0.1243,2535
262,0.49574,9.22351,0.124332,2599
263,0.497089,9.22547,0.124066,2663
264,0.498128,9.22736,0.124606,2714
265,0.500723,9.22689,0.122995,2763
266,0.498338,9.21902,0.123328,2819
267,0.497505,9.21379,0.123383,2876
268,0.4987,9.1997,0.124523,2953
269,0.500381,9.19195,0.124058,3006
270,0.499014,9.17935,0.124182,3058
271,0.499211,9.16896,0.124155,3109
272,0.497353,9.15083,0.124658,3175
273,0.496338,9.13034,0.125535,3256
274,0.497815,9.12444,0.12569,3325
275,0.497139,9.1222,0.125369,3401
276,0.497253,9.13011,0.125508,3527
277,0.495952,9.12821,0.12433,3655
278,0.498272,9.13477,0.12516,3807
279,0.500927,9.13553,0.124864,3917
280,0.501526,9.13139,0.1243,4005
281,0.503188,9.12665,0.124131,4068
282,0.50356,9.12601,0.124765,4128
283,0.503471,9.12281,0.125261,4214
284,0.502429,9.11215,0.127083,4296
285,0.498742,9.10799,0.127444,4365
