update,mean_coopval,mean_foodval,mean_p53,count
0,0.5,10,0.13,1
1,0.5,10,0.13,1
2,0.5,10,0.13,1
3,0.5,10,0.13,1
4,0.5,10,0.13,1
5,0.5,10,0.13,1
6,0.5,10,0.13,1
7,0.5,10,0.13,1
8,0.5,10,0.13,1
9,0.5,10,0.13,1
10,0.5,10,0.13,1
11,0.5,10,0.13,1
12,0.5,10,0.13,1
13,0.5,10,0.13,1
14,0.5,10,0.13,1
15,0.5,10,0.13,1
16,0.5,10,0.13,1
17,0.5,10,0.13,1
18,0.5,10,0.13,1
19,0.5,10,0.13,1
20,0.500648,9.79096,0.0830702,2
21,0.500648,9.79096,0.0830702,2
22,0.500648,9.79096,0.0830702,2
23,0.500648,9.79096,0.0830702,2
24,0.500648,9.79096,0.0830702,2
25,0.500648,9.79096,0.0830702,2
26,0.500648,9.79096,0.0830702,2
27,0.500648,9.79096,0.0830702,2
28,0.500648,9.79096,0.0830702,2
29,0.500648,9.79096,0.0830702,2
30,0.500648,9.79096,0.0830702,2
31,0.500648,9.79096,0.0830702,2
32,0.500648,9.79096,0.0830702,2
33,0.500648,9.79096,0.0830702,2
34,0.500648,9.79096,0.0830702,2
35,0.500648,9.79096,0.0830702,2
36,0.500648,9.79096,0.0830702,2
37,0.500648,9.79096,0.0830702,2
38,0.500648,9.79096,0.0830702,2
39,0.354878,9.58469,0.0758199,3
40,0.436684,9.6328,0.0889194,4
41,0.436684,9.6328,0.0889194,4
42,0.436684,9.6328,0.0889194,4
43,0.436684,9.6328,0.0889194,4
44,0.436684,9.6328,0.0889194,4
45,0.436684,9.6328,0.0889194,4
46,0.436684,9.6328,0.0889194,4
47,0.436684,9.6328,0.0889194,4
48,0.436684,9.6328,0.0889194,4
49,0.436684,9.6328,0.0889194,4
50,0.436684,9.6328,0.0889194,4
51,0.436684,9.6328,0.0889194,4
52,0.436684,9.6328,0.0889194,4
53,0.436684,9.6328,0.0889194,4
54,0.436684,9.6328,0.0889194,4
55,0.436684,9.6328,0.0889194,4
56,0.436684,9.6328,0.0889194,4
57,0.436684,9.6328,0.0889194,4
58,0.272584,9.39725,0.0592796,6
59,0.272584,9.39725,0.0592796,6
60,0.308186,9.30974,0.048647,6
61,0.308186,9.30974,0.048647,6
62,0.308186,9.30974,0.048647,6
63,0.308186,9.30974,0.048647,6
64,0.308186,9.30974,0.048647,6
65,0.308186,9.30974,0.048647,6
66,0.308186,9.30974,0.048647,6
67,0.308186,9.30974,0.048647,6
68,0.308186,9.30974,0.048647,6
69,0.308186,9.30974,0.048647,6
70,0.308186,9.30974,0.048647,6
71,0.308186,9.30974,0.048647,6
72,0.308186,9.30974,0.048647,6
73,0.308186,9.30974,0.048647,6
74,0.308186,9.30974,0.048647,6
75,0.308186,9.30974,0.048647,6
76,0.262065,9.12121,0.0393892,8
77,0.387012,9.1752,0.0526485,10
78,0.387012,9.1752,0.0526485,10
79,0.490594,9.11851,0.0455561,12
80,0.490594,9.11851,0.0455561,12
81,0.490594,9.11851,0.0455561,12
82,0.490594,9.11851,0.0455561,12
83,0.490594,9.11851,0.0455561,12
84,0.490594,9.11851,0.0455561,12
85,0.490594,9.11851,0.0455561,12
86,0.490594,9.11851,0.0455561,12
87,0.490594,9.11851,0.0455561,12
88,0.490594,9.11851,0.0455561,12
89,0.490594,9.11851,0.0455561,12
90,0.490594,9.11851,0.0455561,12
91,0.490594,9.11851,0.0455561,12
92,0.490594,9.11851,0.0455561,12
93,0.452856,9.05489,0.0538945,13
94,0.393012,9.01162,0.0522223,15
95,0.435486,8.99403,0.0525793,17
96,0.433268,8.99225,0.050799,20
97,0.457251,8.9735,0.04838,21
98,0.498496,8.97504,0.0563571,24
99,0.498496,8.97504,0.0563571,24
100,0.498496,8.97504,0.0563571,24
101,0.498496,8.97504,0.0563571,24
102,0.498496,8.97504,0.0563571,24
103,0.498496,8.97504,0.0563571,24
104,0.498496,8.97504,0.0563571,24
105,0.498496,8.97504,0.0563571,24
106,0.498496,8.97504,0.0563571,24
107,0.498496,8.97504,0.0563571,24
108,0.498496,8.97504,0.0563571,24
109,0.493549,8.94257,0.0547641,25
110,0.513407,8.90741,0.056441,26
111,0.500126,8.89313,0.0574512,27
112,0.484581,8.81961,0.0550951,31
113,0.484581,8.81961,0.0550951,31
114,0.494996,8.77683,0.0565102,36
115,0.457026,8.73686,0.0568841,41
116,0.491514,8.74471,0.0585101,44
117,0.491514,8.73507,0.0588942,44
118,0.491514,8.73507,0.0588942,44
119,0.491514,8.73507,0.0588942,44
120,0.491514,8.73507,0.0588942,44
121,0.491514,8.73507,0.0588942,44
122,0.491514,8.73507,0.0588942,44
123,0.491514,8.73507,0.0588942,44
124,0.491514,8.73507,0.0588942,44
125,0.491514,8.73507,0.0588942,44
126,0.503669,8.74496,0.0604869,44
127,0.521236,8.71764,0.0649477,46
128,0.521271,8.69542,0.0668945,47
129,0.512615,8.62182,0.0691535,53
130,0.503654,8.59518,0.0706257,57
131,0.482573,8.58101,0.0725872,59
132,0.439605,8.54586,0.0699976,62
133,0.456818,8.52773,0.0657025,67
134,0.475277,8.53364,0.0624161,74
135,0.491558,8.54533,0.0704861,77
136,0.497241,8.55027,0.0696154,78
137,0.497241,8.55027,0.0696154,78
138,0.497241,8.55027,0.0696154,78
139,0.497241,8.55027,0.0696154,78
140,0.497241,8.55027,0.0696154,78
