update,mean_coopval,mean_foodval,mean_p53,count
0,0.5,10,0,1
1,0.5,10,0,1
2,0.5,10,0,1
3,0.5,10,0,1
4,0.5,10,0,1
5,0.5,10,0,1
6,0.5,10,0,1
7,0.5,10,0,1
8,0.5,10,0,1
9,0.5,10,0,1
10,0.5,10,0,1
11,0.5,10,0,1
12,0.5,10,0,1
13,0.5,10,0,1
14,0.5,10,0,1
15,0.5,10,0,1
16,0.5,10,0,1
17,0.5,10,0,1
18,0.5,10,0,1
19,0.5,10,0,1
20,0.342762,9.9311,0.0353988,2
21,0.342762,9.9311,0.0353988,2
22,0.342762,9.9311,0.0353988,2
23,0.342762,9.9311,0.0353988,2
24,0.342762,9.9311,0.0353988,2
25,0.342762,9.9311,0.0353988,2
26,0.342762,9.9311,0.0353988,2
27,0.342762,9.9311,0.0353988,2
28,0.342762,9.9311,0.0353988,2
29,0.342762,9.9311,0.0353988,2
30,0.342762,9.9311,0.0353988,2
31,0.342762,9.9311,0.0353988,2
32,0.342762,9.9311,0.0353988,2
33,0.342762,9.9311,0.0353988,2
34,0.342762,9.9311,0.0353988,2
35,0.342762,9.9311,0.0353988,2
36,0.342762,9.9311,0.0353988,2
37,0.342762,9.9311,0.0353988,2
38,0.342762,9.9311,0.0353988,2
39,0.342762,9.9311,0.0353988,2
40,0.206336,11.1716,0.0590911,4
41,0.206336,11.1716,0.0590911,4
42,0.206336,11.1716,0.0590911,4
43,0.206336,11.1716,0.0590911,4
44,0.206336,11.1716,0.0590911,4
45,0.206336,11.1716,0.0590911,4
46,0.206336,11.1716,0.0590911,4
47,0.206336,11.1716,0.0590911,4
48,0.206336,11.1716,0.0590911,4
49,0.206336,11.1716,0.0590911,4
50,0.206336,11.1716,0.0590911,4
51,0.206336,11.1716,0.0590911,4
52,0.206336,11.1716,0.0590911,4
53,0.206336,11.1716,0.0590911,4
54,0.206336,11.1716,0.0590911,4
55,0.206336,11.1716,0.0590911,4
56,0.206336,11.1716,0.0590911,4
57,0.206336,11.1716,0.0590911,4
58,0.206336,11.1716,0.0590911,4
59,0.211151,11.3662,0.078704,6
60,0.219263,11.7342,0.0855069,7
61,0.219263,11.7342,0.0855069,7
62,0.219263,11.7342,0.0855069,7
63,0.219263,11.7342,0.0855069,7
64,0.219263,11.7342,0.0855069,7
65,0.219263,11.7342,0.0855069,7
66,0.219263,11.7342,0.0855069,7
67,0.219263,11.7342,0.0855069,7
68,0.219263,11.7342,0.0855069,7
69,0.219263,11.7342,0.0855069,7
70,0.219263,11.7342,0.0855069,7
71,0.223045,12.1489,0.0838484,8
72,0.223045,12.1489,0.0838484,8
73,0.223045,12.1489,0.0838484,8
74,0.223045,12.1489,0.0838484,8
75,0.223045,12.1489,0.0838484,8
76,0.223045,12.1489,0.0838484,8
77,0.223045,12.1489,0.0838484,8
78,0.299628,12.1322,0.073778,8
79,0.318694,12.2839,0.0962916,9
