update,mean_coopval,mean_foodval,mean_p53,count
0,0.5,10,0.3,1
1,0.5,10,0.3,1
2,0.5,10,0.3,1
3,0.5,10,0.3,1
4,0.5,10,0.3,1
5,0.5,10,0.3,1
6,0.5,10,0.3,1
7,0.5,10,0.3,1
8,0.5,10,0.3,1
9,0.5,10,0.3,1
10,0.5,10,0.3,1
11,0.5,10,0.3,1
12,0.5,10,0.3,1
13,0.5,10,0.3,1
14,0.5,10,0.3,1
15,0.5,10,0.3,1
16,0.5,10,0.3,1
17,0.5,10,0.3,1
18,0.5,10,0.3,1
19,0.5,10,0.3,1
20,0.784734,9.45628,0.27388,2
21,0.784734,9.45628,0.27388,2
22,0.784734,9.45628,0.27388,2
23,0.784734,9.45628,0.27388,2
24,0.784734,9.45628,0.27388,2
25,0.784734,9.45628,0.27388,2
26,0.784734,9.45628,0.27388,2
27,0.784734,9.45628,0.27388,2
28,0.784734,9.45628,0.27388,2
29,0.784734,9.45628,0.27388,2
30,0.784734,9.45628,0.27388,2
31,0.784734,9.45628,0.27388,2
32,0.784734,9.45628,0.27388,2
33,0.784734,9.45628,0.27388,2
34,0.784734,9.45628,0.27388,2
35,0.784734,9.45628,0.27388,2
36,0.784734,9.45628,0.27388,2
37,0.784734,9.45628,0.27388,2
38,0.741613,8.94309,0.182587,3
39,0.741613,8.94309,0.182587,3
40,0.61242,8.53912,0.12388,2
41,0.61242,8.53912,0.12388,2
42,0.61242,8.53912,0.12388,2
43,0.61242,8.53912,0.12388,2
44,0.61242,8.53912,0.12388,2
45,0.61242,8.53912,0.12388,2
46,0.61242,8.53912,0.12388,2
47,0.61242,8.53912,0.12388,2
48,0.61242,8.53912,0.12388,2
49,0.61242,8.53912,0.12388,2
50,0.61242,8.53912,0.12388,2
51,0.61242,8.53912,0.12388,2
52,0.61242,8.53912,0.12388,2
53,0.61242,8.53912,0.12388,2
54,0.61242,8.53912,0.12388,2
55,0.764642,8.24473,0.0910308,3
56,0.57701,8.25907,0.147781,4
57,0.57701,8.25907,0.147781,4
58,0.57701,8.25907,0.147781,4
59,0.57701,8.25907,0.147781,4
60,0.57701,8.25907,0.147781,4
61,0.57701,8.25907,0.147781,4
62,0.57701,8.25907,0.147781,4
63,0.57701,8.25907,0.147781,4
64,0.57701,8.25907,0.147781,4
65,0.57701,8.25907,0.147781,4
66,0.57701,8.25907,0.147781,4
67,0.57701,8.25907,0.147781,4
68,0.57701,8.25907,0.147781,4
69,0.57701,8.25907,0.147781,4
70,0.57701,8.25907,0.147781,4
71,0.661608,7.97158,0.118225,5
72,0.560442,7.89582,0.0985206,6
73,0.610921,7.78069,0.0546185,5
74,0.509101,7.80684,0.0746538,6
75,0.509101,7.80684,0.0746538,6
76,0.509101,7.80684,0.0746538,6
77,0.509101,7.80684,0.0746538,6
78,0.509101,7.80684,0.0746538,6
79,0.509101,7.80684,0.0746538,6
80,0.509101,7.80684,0.0746538,6
81,0.509101,7.80684,0.0746538,6
82,0.509101,7.80684,0.0746538,6
83,0.509101,7.80684,0.0746538,6
84,0.509101,7.80684,0.0746538,6
85,0.509101,7.80684,0.0746538,6
86,0.542969,7.54172,0.06407,8
87,0.594848,7.48463,0.0569511,9
88,0.594848,7.48463,0.0569511,9
89,0.628915,7.44989,0.0594252,10
90,0.628915,7.44989,0.0594252,10
91,0.786143,7.24739,0.0214577,8
92,0.786143,7.24739,0.0214577,8
93,0.786143,7.24739,0.0214577,8
94,0.786143,7.24739,0.0214577,8
95,0.786143,7.24739,0.0214577,8
96,0.786143,7.24739,0.0214577,8
97,0.786143,7.24739,0.0214577,8
98,0.786143,7.24739,0.0214577,8
99,0.809905,7.13646,0.0312417,9
100,0.735255,7.10787,0.045076,10
101,0.750386,7.02684,0.0415385,13
102,0.764633,7.03138,0.0397041,14
103,0.764633,7.03138,0.0397041,14
104,0.713658,7.04697,0.0511726,15
105,0.712813,7.04874,0.0479743,16
106,0.712813,7.04874,0.0479743,16
107,0.712813,7.04874,0.0479743,16
108,0.712813,7.04874,0.0479743,16
109,0.712813,7.04874,0.0479743,16
110,0.712813,7.04874,0.0479743,16
111,0.729707,6.95006,0.0499309,17
112,0.729707,6.95006,0.0499309,17
113,0.724728,6.90098,0.0492447,19
114,0.724728,6.90098,0.0492447,19
115,0.685732,6.85125,0.0616705,23
116,0.608802,6.84668,0.0645189,27
117,0.623975,6.85396,0.0680619,28
118,0.623975,6.85396,0.0680619,28
119,0.659275,6.84413,0.0605,28
120,0.644177,6.86239,0.0566073,30
121,0.644177,6.86239,0.0566073,30
122,0.644177,6.86239,0.0566073,30
123,0.655655,6.79176,0.0606853,31
124,0.666416,6.76925,0.0618667,32
125,0.642378,6.74081,0.0622549,33
126,0.630547,6.73584,0.0604238,34
127,0.616378,6.71263,0.0630973,35
128,0.599198,6.65134,0.0639389,39
129,0.576803,6.6048,0.0680288,47
130,0.579162,6.58733,0.0696192,51
131,0.570585,6.5874,0.0688852,52
132,0.558923,6.59863,0.0675855,53
133,0.563995,6.59318,0.0700493,55
134,0.557181,6.58095,0.0675644,57
135,0.563413,6.58659,0.0675474,60
136,0.563413,6.58659,0.0675474,60
137,0.561332,6.52011,0.0666078,64
138,0.561332,6.52011,0.0666078,64
139,0.568165,6.51269,0.0656065,64
140,0.576784,6.49359,0.0692011,66
141,0.570636,6.43815,0.0675295,72
142,0.569588,6.38828,0.0708663,79
143,0.553514,6.36679,0.0692889,89
144,0.551588,6.33175,0.0758618,97
145,0.555291,6.34159,0.0778909,99
146,0.555869,6.33664,0.0797343,100
147,0.54895,6.34211,0.077412,103
148,0.552833,6.28219,0.0764894,109
149,0.544847,6.29264,0.0757047,114
150,0.539987,6.28439,0.0772078,118
151,0.545482,6.2443,0.078637,122
152,0.543983,6.22742,0.0773686,124
153,0.553334,6.13201,0.0777875,136
154,0.558126,6.09535,0.0793914,148
155,0.558437,6.05984,0.0839239,158
156,0.547142,6.06138,0.0806587,170
157,0.540382,6.05274,0.0816635,180
158,0.532051,6.02273,0.0861977,194
159,0.534772,6.02671,0.0879706,199
160,0.538536,6.01827,0.0878248,204
161,0.538735,5.95371,0.0896277,216
162,0.525482,5.92617,0.0898476,232
163,0.533974,5.88303,0.0882634,246
164,0.533357,5.88426,0.0871589,253
165,0.531121,5.85538,0.0862597,264
166,0.523659,5.81152,0.0847049,281
167,0.527129,5.76395,0.0842465,297
168,0.524608,5.73323,0.0849556,314
169,0.519254,5.71126,0.0840742,324
170,0.518417,5.69359,0.0861325,341
171,0.514168,5.69005,0.0898874,361
172,0.515383,5.6281,0.0916836,385
173,0.502291,5.60864,0.0924555,404
174,0.508404,5.58766,0.0913331,430
175,0.506685,5.56407,0.0892484,445
176,0.511694,5.51998,0.0912623,464
177,0.520746,5.47911,0.0906402,498
178,0.524723,5.43023,0.0905308,540
179,0.524348,5.43577,0.0899594,560
180,0.526778,5.37569,0.0904017,584
181,0.52734,5.34219,0.0913791,609
182,0.526383,5.29915,0.090624,636
183,0.528451,5.25091,0.0921007,671
184,0.524734,5.21651,0.0926557,711
185,0.525543,5.18775,0.0928683,745
186,0.527081,5.15003,0.0954276,793
187,0.524939,5.10439,0.0946217,827
188,0.523146,5.02967,0.0932689,896
189,0.519391,5.00215,0.0915977,950
190,0.516946,4.94956,0.0902981,1008
191,0.518776,4.91007,0.0897856,1056
192,0.515935,4.87488,0.0904373,1119
193,0.515615,4.82174,0.0896456,1170
194,0.51336,4.75349,0.089758,1238
195,0.517036,4.71178,0.0894781,1307
196,0.516495,4.63715,0.0900286,1387
197,0.517248,4.55709,0.0915917,1497
198,0.515337,4.49305,0.0908912,1597
