update,mean_coopval,mean_foodval,mean_p53,count
0,0.5,10,0.3,1
1,0.5,10,0.3,1
2,0.5,10,0.3,1
3,0.5,10,0.3,1
4,0.5,10,0.3,1
5,0.5,10,0.3,1
6,0.5,10,0.3,1
7,0.5,10,0.3,1
8,0.5,10,0.3,1
9,0.5,10,0.3,1
10,0.5,10,0.3,1
11,0.5,10,0.3,1
12,0.5,10,0.3,1
13,0.5,10,0.3,1
14,0.5,10,0.3,1
15,0.5,10,0.3,1
16,0.5,10,0.3,1
17,0.5,10,0.3,1
18,0.5,10,0.3,1
19,0.5,10,0.3,1
20,0.5,13.6724,0.338908,2
21,0.5,13.6724,0.338908,2
22,0.5,13.6724,0.338908,2
23,0.5,13.6724,0.338908,2
24,0.5,13.6724,0.338908,2
25,0.5,13.6724,0.338908,2
26,0.5,13.6724,0.338908,2
27,0.5,13.6724,0.338908,2
28,0.5,13.6724,0.338908,2
29,0.5,13.6724,0.338908,2
30,0.5,13.6724,0.338908,2
31,0.5,13.6724,0.338908,2
32,0.5,13.6724,0.338908,2
33,0.5,13.6724,0.338908,2
34,0.5,13.6724,0.338908,2
35,0.5,13.6724,0.338908,2
36,0.5,13.6724,0.338908,2
37,0.5,13.6724,0.338908,2
38,0.5,13.6724,0.338908,2
39,0.5,13.6724,0.338908,2
40,0.5,13.6724,0.338908,2
41,0.5,13.6724,0.338908,2
42,0.5,13.6724,0.338908,2
43,0.5,13.6724,0.338908,2
44,0.5,13.6724,0.338908,2
45,0.5,13.6724,0.338908,2
46,0.5,13.6724,0.338908,2
47,0.569057,14.5334,0.310589,3
48,0.569057,14.5334,0.310589,3
49,0.531824,15.3296,0.313785,4
50,0.531824,15.3296,0.313785,4
51,0.531824,15.3296,0.313785,4
52,0.531824,15.3296,0.313785,4
53,0.531824,15.3296,0.313785,4
54,0.531824,15.3296,0.313785,4
55,0.531824,15.3296,0.313785,4
56,0.531824,15.3296,0.313785,4
57,0.531824,15.3296,0.313785,4
58,0.531824,15.3296,0.313785,4
59,0.531824,15.3296,0.313785,4
60,0.531824,15.3296,0.313785,4
61,0.531824,15.3296,0.313785,4
62,0.531824,15.3296,0.313785,4
63,0.531824,15.3296,0.313785,4
64,0.531824,15.3296,0.313785,4
65,0.531824,15.3296,0.313785,4
66,0.531824,15.3296,0.313785,4
67,0.531824,15.3296,0.313785,4
68,0.531824,15.3296,0.313785,4
69,0.531824,15.3296,0.313785,4
70,0.531824,15.3296,0.313785,4
71,0.531824,15.3296,0.313785,4
72,0.531824,15.3296,0.313785,4
73,0.709099,16.1633,0.31838,3
74,0.709099,16.1633,0.31838,3
75,0.709099,16.1633,0.31838,3
76,0.709099,16.1633,0.31838,3
77,0.709099,16.1633,0.31838,3
78,0.563648,17.2362,0.288662,2
79,0.563648,17.2362,0.288662,2
80,0.563648,17.2362,0.288662,2
81,0.448153,20.5463,0.284435,3
82,0.448153,20.5463,0.284435,3
83,0.448153,20.5463,0.284435,3
84,0.462166,21.9603,0.264967,2
85,0.462166,21.9603,0.264967,2
86,0.462166,21.9603,0.264967,2
87,0.462166,21.9603,0.264967,2
88,0.462166,21.9603,0.264967,2
89,0.462166,21.9603,0.264967,2
90,0.462166,21.9603,0.264967,2
91,0.462166,21.9603,0.264967,2
92,0.462166,21.9603,0.264967,2
93,0.462166,21.9603,0.264967,2
94,0.462166,21.9603,0.264967,2
95,0.462166,21.9603,0.264967,2
96,0.462166,21.9603,0.264967,2
97,0.462166,21.9603,0.264967,2
98,0.462166,21.9603,0.264967,2
99,0.462166,21.9603,0.264967,2
100,0.462166,21.9603,0.264967,2
101,0.462166,21.9603,0.264967,2
102,0.462166,21.9603,0.264967,2
103,0.462166,21.9603,0.264967,2
104,0.462166,21.9603,0.264967,2
105,0.462166,21.9603,0.264967,2
106,0.462166,21.9603,0.264967,2
107,0.462166,21.9603,0.264967,2
108,0.462166,21.9603,0.264967,2
109,0.462166,21.9603,0.264967,2
110,0.462166,21.9603,0.264967,2
111,0.462166,21.9603,0.264967,2
112,0.462166,21.9603,0.264967,2
113,0.462166,21.9603,0.264967,2
114,0.462166,21.9603,0.264967,2
115,0.462166,21.9603,0.264967,2
116,0.462166,21.9603,0.264967,2
117,0.462166,21.9603,0.264967,2
118,0.462166,21.9603,0.264967,2
119,0.462166,21.9603,0.264967,2
120,0.462166,21.9603,0.264967,2
121,0.462166,21.9603,0.264967,2
122,0.462166,21.9603,0.264967,2
123,0.641312,22.8239,0.253953,1
124,0.641312,22.8239,0.253953,1
125,0.641312,22.8239,0.253953,1
126,0.641312,22.8239,0.253953,1
127,0.409344,28.0959,0.215091,2
128,0.409344,28.0959,0.215091,2
129,0.409344,28.0959,0.215091,2
130,0.409344,28.0959,0.215091,2
131,0.409344,28.0959,0.215091,2
132,0.409344,28.0959,0.215091,2
133,0.409344,28.0959,0.215091,2
134,0.409344,28.0959,0.215091,2
135,0.409344,28.0959,0.215091,2
136,0.409344,28.0959,0.215091,2
137,0.409344,28.0959,0.215091,2
138,0.409344,28.0959,0.215091,2
139,0.409344,28.0959,0.215091,2
140,0.409344,28.0959,0.215091,2
141,0.409344,28.0959,0.215091,2
142,0.409344,28.0959,0.215091,2
143,0.409344,28.0959,0.215091,2
144,0.409344,28.0959,0.215091,2
145,0.409344,28.0959,0.215091,2
146,0.409344,28.0959,0.215091,2
147,0.409344,28.0959,0.215091,2
148,0.409344,28.0959,0.215091,2
149,0.409344,28.0959,0.215091,2
150,0.409344,28.0959,0.215091,2
151,0.409344,28.0959,0.215091,2
152,0.409344,28.0959,0.215091,2
153,0.409344,28.0959,0.215091,2
154,0.409344,28.0959,0.215091,2
155,0.409344,28.0959,0.215091,2
156,0.409344,28.0959,0.215091,2
157,0.409344,28.0959,0.215091,2
158,0.409344,28.0959,0.215091,2
159,0.409344,28.0959,0.215091,2
160,0.409344,28.0959,0.215091,2
161,0.409344,28.0959,0.215091,2
162,0.409344,28.0959,0.215091,2
163,0.409344,28.0959,0.215091,2
164,0.409344,28.0959,0.215091,2
165,0.409344,28.0959,0.215091,2
166,0.409344,28.0959,0.215091,2
167,0.409344,28.0959,0.215091,2
168,0.409344,28.0959,0.215091,2
169,0.409344,28.0959,0.215091,2
170,0.409344,28.0959,0.215091,2
171,0.409344,28.0959,0.215091,2
172,0.409344,28.0959,0.215091,2
173,0.409344,28.0959,0.215091,2
174,0.409344,28.0959,0.215091,2
175,0.409344,28.0959,0.215091,2
176,0.409344,28.0959,0.215091,2
177,0.409344,28.0959,0.215091,2
178,0.409344,28.0959,0.215091,2
179,0.409344,28.0959,0.215091,2
180,0.409344,28.0959,0.215091,2
181,0.570743,30.8174,0.185193,3
182,0.570743,30.8174,0.185193,3
183,0.570743,30.8174,0.185193,3
184,0.570743,30.8174,0.185193,3
185,0.500514,32.4598,0.197283,4
186,0.500514,32.4598,0.197283,4
187,0.500514,32.4598,0.197283,4
188,0.500514,32.4598,0.197283,4
189,0.500514,32.4598,0.197283,4
190,0.500514,32.4598,0.197283,4
191,0.500514,32.4598,0.197283,4
192,0.500514,32.4598,0.197283,4
193,0.500514,32.4598,0.197283,4
194,0.500514,32.4598,0.197283,4
195,0.500514,32.4598,0.197283,4
196,0.500514,32.4598,0.197283,4
197,0.500514,32.4598,0.197283,4
198,0.500514,32.4598,0.197283,4
199,0.500514,32.4598,0.197283,4
200,0.500514,32.4598,0.197283,4
201,0.500514,32.4598,0.197283,4
202,0.500514,32.4598,0.197283,4
203,0.500514,32.4598,0.197283,4
204,0.500514,32.4598,0.197283,4
205,0.500514,32.4598,0.197283,4
206,0.500514,32.4598,0.197283,4
